"Y1","Y2","Source","logTempSc","logPressureSc","W","HOB"
-4.39268543785721,-2.09860343670586,"7",0,0,16.3004172077523,91.44
-4.41018726243352,-2.09434087460854,"8",0,0,16.2134058307626,91.44
-4.30169783093033,-1.98193217093237,"9",0,0,16.5235607590665,91.44
-4.17292836048595,-1.87655209411487,"10",0,0,16.5880992802041,91.44
-4.0204980084886,-1.718126668998,"11",0,0,16.9935643883122,91.44
-5.86687410567794,-3.53862357959516,"13",0,0,12.2060726455302,30.48
-3.76125259781634,-1.46797812423213,"14",0,0,17.5767106736578,91.44
-3.91824285635837,-1.62146194152716,"16",0,0,17.281246460764,91.44
-4.57612515028215,-2.24972749670917,"17",0,0,16.5235607590665,159.7152
-5.3509701575456,-2.99217312845118,"20",0,0,14.5086577385242,91.44
-4.67995203820872,-2.35157263119679,"21",0,0,15.7614207070196,91.44
-3.9454158653107,-1.63175184158858,"22",0,0,17.5767106736578,152.4
-4.86617303218531,-2.54439166524162,"23",0,0,15.2018049190842,91.44
-4.92348736631903,-2.59552885599113,"24",0,0,15.8949520996441,152.4
-4.55423164888398,-2.23026931030169,"25",0,0,16.4545678875795,152.4
-5.29278475046395,-2.9239075024932,"28",0,0,14.5086577385242,91.44
-6.93009721367252,-4.49488019455327,"29",0,0,12.1441972418121,152.4
-3.61720472502775,-1.31934046757785,"30",0,0,17.6656581596743,91.44
-1.48451875170986,0.776011470806465,"31",0,0,23.0650716430937,10.668
-1.40436426394544,0.829027904836415,"33",0,0,23.4313160380486,4.7244
-3.33428587935406,-1.07926564317714,"34",0,0,17.4918112298713,5.1816
-1.912469752346,0.354322511340647,"35",0,0,21.9845637078916,2.7432
-1.73547823315793,0.528957316309964,"36",0,0,22.3327037493805,4.572
-3.59412497726278,-1.34312642751355,"37",0,0,16.7058823158604,0.9144
-2.24007747286786,0.0359128652850965,"38",0,0,21.0380765767864,0.9144
