"Y1","Y2","Source","logTempSc","logPressureSc","W","HOB"
-4.51899248974704,-2.3538783873816,"7",0,0,16.3004172077523,91.44
-4.46540824361293,-2.20727491318972,"8",0,0,16.2134058307626,91.44
-4.46540824361293,-2.12026353620009,"9",0,0,16.5235607590665,91.44
-4.24052707240018,-2.10373423424888,"10",0,0,16.5880992802041,91.44
-4.01738352108597,-1.79576749062559,"11",0,0,16.9935643883122,91.44
-4.00633368489939,-1.82015894374975,"13",0,0,12.2060726455302,30.48
-3.86204307312313,-1.73727128394399,"14",0,0,17.5767106736578,91.44
-4.02295456613543,-1.86433016206289,"16",0,0,17.281246460764,91.44
-4.26158048159801,-2.04022082852655,"17",0,0,16.5235607590665,159.7152
-5.20300718674371,-2.60369018577797,"20",0,0,14.5086577385242,91.44
-4.84089251950916,-2.46510402249182,"21",0,0,15.7614207070196,91.44
-3.81671282562382,-1.59948758158093,"22",0,0,17.5767106736578,152.4
-5.10769700693939,-2.68092153371396,"23",0,0,15.2018049190842,91.44
-4.8283137373023,-2.29263476214088,"24",0,0,15.8949520996441,152.4
-4.3428059215206,-1.80180980508156,"25",0,0,16.4545678875795,152.4
-5.54677872584654,-3.2114038100295,"28",0,0,14.5086577385242,91.44
-6.21460809842219,-3.86323284125871,"29",0,0,12.1441972418121,152.4
-3.71933866159864,-1.53711725085447,"30",0,0,17.6656581596743,91.44
-1.23787435600162,1.17865499634165,"31",0,0,23.0650716430937,10.668
-1.10412746935622,1.32042161696918,"33",0,0,23.4313160380486,4.7244
-3.64965874096066,-1.50507789710986,"34",0,0,17.4918112298713,5.1816
-1.83258146374831,0.53356511073548,"35",0,0,21.9845637078916,2.7432
-1.54881329061767,0.732367893713227,"36",0,0,22.3327037493805,4.572
-4.42284862919414,-2.04022082852655,"37",0,0,16.7058823158604,0.9144
-2.30258509299405,0.135404637006203,"38",0,0,21.0380765767864,0.9144
