Y1,Y2,Source,Path,Station,Type,logTempSc,logPressureSc,lRange,W,C2N,HOB
2.0764813,-2.767004344,HRI-1,HR-103,BRDW,1,0.055382146,-0.195776586,7.809245739,6.291143123,0.693147181,5
3.095405951,-2.659260037,HRI-1,HR-48,E1,1,0.055382146,-0.195776586,6.714481995,6.291143123,0.693147181,5
1.99040221,-2.670032134,HRI-2,HR-103,BRDW,1,0.039487772,-0.187683054,7.81270555,6.291143123,0.693147181,3
4.195180011,-2.895886939,HRI-2,HR-12,LV1,1,0.039487772,-0.187683054,5.621896188,6.291143123,0.693147181,3
3.119000982,-2.700082031,HRI-2,HR-48,E1,1,0.039487772,-0.187683054,6.69618981,6.291143123,0.693147181,3
4.13422404,-2.903153092,HRI-3,HR-12,LV1,1,0.056367206,-0.191727609,5.607912943,6.291143123,0.693147181,1.5
3.068348056,-2.79934346,HRI-3,HR-48,E1,1,0.056367206,-0.191727609,6.715645476,6.291143123,0.693147181,1.5
3.151282596,-3.267540997,HRI-4,HR-12,LV1,1,0.028411974,-0.179654502,5.613290192,6.291143123,0.693147181,-1.5
2.203938967,-2.872630076,HRI-4,HR-48,E1,1,0.028411974,-0.179654502,6.706685803,6.291143123,0.693147181,-1.5
1.982850756,-2.747310915,HRI-5,HR-103,BRDW,1,0.041821495,-0.183654792,7.817658366,6.291143123,0.693147181,0.5
4.069171875,-2.993734271,HRI-5,HR-12,LV1,1,0.041821495,-0.183654792,5.650759777,6.291143123,0.693147181,0.5
3.069378726,-2.686778066,HRI-5,HR-48,E1,1,0.041821495,-0.183654792,6.697438841,6.291143123,0.693147181,0.5
1.754919202,-2.963265083,HRI-6,HR-103,BRDW,1,0.036144405,-0.187683054,7.809528243,6.291143123,0.693147181,-0.5
3.9049927,-3.098873032,HRI-6,HR-12,LV1,1,0.036144405,-0.187683054,5.559084523,6.291143123,0.693147181,-0.5
2.750911537,-2.85163193,HRI-6,HR-48,E1,1,0.036144405,-0.187683054,6.727355623,6.291143123,0.693147181,-0.5
-0.567238851,-2.855970331,HRI-7,HR-103,BRDW,1,0.048790164,-0.187683054,7.816931151,6.291143123,0.693147181,-5
1.494026313,-2.895886939,HRI-7,HR-12,LV1,1,0.048790164,-0.187683054,5.661179169,6.291143123,0.693147181,-5
0.573392868,-2.54784645,HRI-7,HR-48,E1,1,0.048790164,-0.187683054,6.685704453,6.291143123,0.693147181,-5
3.891664486,-3.148883453,HRII-4,HR-10,S14,1,0.056695344,-0.191727609,5.623850046,6.611893174,0.693147181,-0.6
3.906760778,-3.08020143,HRII-4,HR-12,LV1,1,0.056695344,-0.191727609,5.552040648,6.611893174,0.693147181,-0.6
4.265357577,-3.087847562,HRII-4,HR-2,S6,1,0.056695344,-0.191727609,5.388283132,6.611893174,0.693147181,-0.6
4.199245555,-3.11451581,HRII-4,HR-3,S4,1,0.056695344,-0.191727609,5.422824097,6.611893174,0.693147181,-0.6
3.561672957,-2.858582435,HRII-4,HR-46,S20,1,0.056695344,-0.191727609,6.155643099,6.611893174,0.693147181,-0.6
3.395253545,-3.06080427,HRII-4,HR-47,S16,1,0.056695344,-0.191727609,6.169888527,6.611893174,0.693147181,-0.6
2.901092291,-2.87528612,HRII-4,HR-48,E1,1,0.056695344,-0.191727609,6.716595353,6.611893174,0.693147181,-0.6
2.713846342,-2.848174709,HRII-4,HR-64,S9,1,0.056695344,-0.191727609,6.889138978,6.611893174,0.693147181,-0.6
2.706931568,-2.81257773,HRII-4,HR-70,S5,1,0.056695344,-0.191727609,6.92266585,6.611893174,0.693147181,-0.6
2.67011414,-2.868218953,HRII-4,HR-75,S15,1,0.056695344,-0.191727609,6.937084339,6.611893174,0.693147181,-0.6
4.277425678,-2.933696883,HRII-4,HR-9,S18,1,0.056695344,-0.191727609,5.593735435,6.611893174,0.693147181,-0.6
2.501219525,-2.673648774,HRII-4,HR-94,S7,1,0.056695344,-0.191727609,7.109000753,6.611893174,0.693147181,-0.6
2.282245674,-2.7188584,HRII-4,HR-96,S11,1,0.056695344,-0.191727609,7.300745845,6.611893174,0.693147181,-0.6
3.617579214,-3.212645275,HRII-6,HR-10,S14,1,0.044814016,-0.187683054,5.535807797,6.291143123,0.693147181,-1
1.384561862,-2.635264531,HRII-6,HR-100,W5,1,0.044814016,-0.187683054,7.575173466,6.291143123,0.693147181,-1
0.638242975,-2.389778305,HRII-6,HR-105,S2,1,0.044814016,-0.187683054,8.005769889,6.291143123,0.693147181,-1
0.880444851,-2.782235099,HRII-6,HR-106,S3,1,0.044814016,-0.187683054,8.006576867,6.291143123,0.693147181,-1
0.627091661,-2.311121424,HRII-6,HR-107,W1,1,0.044814016,-0.187683054,8.242714766,6.291143123,0.693147181,-1
0.194232323,-2.619352746,HRII-6,HR-111,E3,1,0.044814016,-0.187683054,8.370130035,6.291143123,0.693147181,-1
-0.183518636,-2.300088213,HRII-6,HR-112,W2,1,0.044814016,-0.187683054,8.718821034,6.291143123,0.693147181,-1
0.046466001,-2.746531188,HRII-6,HR-113,E4,1,0.044814016,-0.187683054,8.735093776,6.291143123,0.693147181,-1
3.554581628,-3.173663482,HRII-6,HR-12,LV1,1,0.044814016,-0.187683054,5.623363355,6.291143123,0.693147181,-1
3.677971557,-3.249335032,HRII-6,HR-2,S6,1,0.044814016,-0.187683054,5.458954084,6.291143123,0.693147181,-1
3.551521238,-3.230189585,HRII-6,HR-2,S6,1,0.044814016,-0.187683054,5.458954084,6.291143123,0.693147181,-1
3.57812751,-3.17725415,HRII-6,HR-3,S4,1,0.044814016,-0.187683054,5.517330172,6.291143123,0.693147181,-1
3.607394006,-3.141914784,HRII-6,HR-3,S4,1,0.044814016,-0.187683054,5.517330172,6.291143123,0.693147181,-1
2.922947005,-3.012878432,HRII-6,HR-46,S20,1,0.044814016,-0.187683054,6.202981195,6.291143123,0.693147181,-1
3.142225113,-2.820099705,HRII-6,HR-47,S16,1,0.044814016,-0.187683054,6.201194383,6.291143123,0.693147181,-1
2.446769132,-2.948848688,HRII-6,HR-48,E1,1,0.044814016,-0.187683054,6.683162966,6.291143123,0.693147181,-1
2.073108632,-2.990744732,HRII-6,HR-69,S17,1,0.044814016,-0.187683054,6.902892256,6.291143123,0.693147181,-1
2.180062009,-2.839583591,HRII-6,HR-70,S5,1,0.044814016,-0.187683054,6.906406536,6.291143123,0.693147181,-1
1.806379328,-2.940297567,HRII-6,HR-72,ST5,1,0.044814016,-0.187683054,6.908915837,6.291143123,0.693147181,-1
2.236668742,-2.967144817,HRII-6,HR-75,S15,1,0.044814016,-0.187683054,6.914407843,6.291143123,0.693147181,-1
2.084501866,-2.895886939,HRII-6,HR-86,W4,1,0.044814016,-0.187683054,6.943515472,6.291143123,0.693147181,-1
4.024898106,-3.004773018,HRII-6,HR-9,S18,1,0.044814016,-0.187683054,5.526134946,6.291143123,0.693147181,-1
1.949973463,-2.752786095,HRII-6,HR-94,S7,1,0.044814016,-0.187683054,7.131276905,6.291143123,0.693147181,-1
1.946172557,-2.81257773,HRII-6,HR-97,S12,1,0.044814016,-0.187683054,7.308878422,6.291143123,0.693147181,-1
1.659302633,-2.860327637,HRII-6,HR-98,S19,1,0.044814016,-0.187683054,7.312714067,6.291143123,0.693147181,-1
3.255066097,-3.31869616,HRIII-1,HR-1,BOXA,1,0.031444833,-0.195884623,5.356410081,4.50777784,0.693147181,2
1.118758085,-3.279422325,HRIII-1,HR-101,1W5,1,0.031444833,-0.195884623,7.579728538,4.50777784,0.693147181,2
1.123719065,-3.335409641,HRIII-1,HR-101,1W5,1,0.031444833,-0.195884623,7.579728538,4.50777784,0.693147181,2
1.230116871,-3.225145438,HRIII-1,HR-101,1W5,1,0.031444833,-0.195884623,7.579728538,4.50777784,0.693147181,2
0.503873598,-2.481711759,HRIII-1,HR-102,1E2,1,0.031444833,-0.195884623,7.790223232,4.50777784,0.693147181,2
0.907480619,-2.599644327,HRIII-1,HR-102,1E2,1,0.031444833,-0.195884623,7.790223232,4.50777784,0.693147181,2
0.382651657,-3.162968193,HRIII-1,HR-108,1W1,1,0.031444833,-0.195884623,8.246912454,4.50777784,0.693147181,2
0.774316506,-3.176055828,HRIII-1,HR-108,1W1,1,0.031444833,-0.195884623,8.246912454,4.50777784,0.693147181,2
3.237832544,-3.327017983,HRIII-1,HR-13,C3H105,1,0.031444833,-0.195884623,5.573787698,4.50777784,0.693147181,2
3.149415207,-3.299543728,HRIII-1,HR-14,C3H106,1,0.031444833,-0.195884623,5.584736815,4.50777784,0.693147181,2
3.268550461,-3.35383681,HRIII-1,HR-15,C3H104,1,0.031444833,-0.195884623,5.592061626,4.50777784,0.693147181,2
3.395429207,-3.488390593,HRIII-1,HR-16,C3H103,1,0.031444833,-0.195884623,5.602230438,4.50777784,0.693147181,2
3.23324161,-3.346709196,HRIII-1,HR-17,C3H107,1,0.031444833,-0.195884623,5.609030504,4.50777784,0.693147181,2
3.367319091,-3.481865285,HRIII-1,HR-19,C3H102,1,0.031444833,-0.195884623,5.63427377,4.50777784,0.693147181,2
3.228719273,-3.509896799,HRIII-1,HR-20,C3H101,1,0.031444833,-0.195884623,5.649630362,4.50777784,0.693147181,2
3.073519947,-3.230189585,HRIII-1,HR-21,C3H108,1,0.031444833,-0.195884623,5.667043594,4.50777784,0.693147181,2
3.019389657,-3.292791508,HRIII-1,HR-24,C3H109,1,0.031444833,-0.195884623,5.697486639,4.50777784,0.693147181,2
3.225139989,-3.462541012,HRIII-1,HR-26,C3H118,1,0.031444833,-0.195884623,5.71368169,4.50777784,0.693147181,2
3.222267919,-3.45618169,HRIII-1,HR-28,C3H117,1,0.031444833,-0.195884623,5.74755386,4.50777784,0.693147181,2
3.051759596,-3.263611719,HRIII-1,HR-29,C3H110,1,0.031444833,-0.195884623,5.750386503,4.50777784,0.693147181,2
3.001620013,-3.476999095,HRIII-1,HR-30,C3H116,1,0.031444833,-0.195884623,5.7535225,4.50777784,0.693147181,2
3.064935777,-3.307707039,HRIII-1,HR-32,C3H111,1,0.031444833,-0.195884623,5.782691456,4.50777784,0.693147181,2
2.979160224,-3.379925246,HRIII-1,HR-34,C3H113,1,0.031444833,-0.195884623,5.811246816,4.50777784,0.693147181,2
3.150486712,-3.391742223,HRIII-1,HR-35,C3H115,1,0.031444833,-0.195884623,5.814278257,4.50777784,0.693147181,2
3.322753045,-3.290103334,HRIII-1,HR-36,C3H112,1,0.031444833,-0.195884623,5.818551211,4.50777784,0.693147181,2
2.98288781,-3.406712562,HRIII-1,HR-37,C3H114,1,0.031444833,-0.195884623,5.827155793,4.50777784,0.693147181,2
1.807322333,-3.026191481,HRIII-1,HR-49,E1B,1,0.031444833,-0.195884623,6.683206987,4.50777784,0.693147181,2
1.794683058,-3.024131748,HRIII-1,HR-49,E1A,1,0.031444833,-0.195884623,6.684777776,4.50777784,0.693147181,2
1.775156481,-2.993734271,HRIII-1,HR-50,1E1,1,0.031444833,-0.195884623,6.694253941,4.50777784,0.693147181,2
2.174683508,-2.981829368,HRIII-1,HR-50,1E1,1,0.031444833,-0.195884623,6.694253941,4.50777784,0.693147181,2
2.179481041,-3.004773018,HRIII-1,HR-56,NC05,1,0.031444833,-0.195884623,6.863211449,4.50777784,0.693147181,2
2.113382396,-3.124702655,HRIII-1,HR-58,NC04,1,0.031444833,-0.195884623,6.864988895,4.50777784,0.693147181,2
2.205790931,-3.223888367,HRIII-1,HR-60,NC03,1,0.031444833,-0.195884623,6.874870024,4.50777784,0.693147181,2
1.864290958,-3.074775481,HRIII-1,HR-61,NC06,1,0.031444833,-0.195884623,6.875453244,4.50777784,0.693147181,2
1.802637967,-3.028255465,HRIII-1,HR-62,NC07,1,0.031444833,-0.195884623,6.879115362,4.50777784,0.693147181,2
2.122245706,-3.409733713,HRIII-1,HR-63,NC02,1,0.031444833,-0.195884623,6.881685641,4.50777784,0.693147181,2
2.419441326,-3.368246282,HRIII-1,HR-65,NC01,1,0.031444833,-0.195884623,6.891074604,4.50777784,0.693147181,2
1.778975717,-2.914152287,HRIII-1,HR-67,NC08,1,0.031444833,-0.195884623,6.896255929,4.50777784,0.693147181,2
3.126117698,-3.343872315,HRIII-1,HR-7,C16,1,0.031444833,-0.195884623,5.48226124,4.50777784,0.693147181,2
1.921702908,-2.863827203,HRIII-1,HR-71,NC09,1,0.031444833,-0.195884623,6.907909117,4.50777784,0.693147181,2
1.516160497,-2.88598141,HRIII-1,HR-72,ST5,1,0.031444833,-0.195884623,6.918845902,4.50777784,0.693147181,2
2.244415265,-3.302257434,HRIII-1,HR-73,NC18,1,0.031444833,-0.195884623,6.908996137,4.50777784,0.693147181,2
1.974116551,-3.257097038,HRIII-1,HR-74,NC14,1,0.031444833,-0.195884623,6.913683514,4.50777784,0.693147181,2
2.156049439,-3.311813821,HRIII-1,HR-77,NC17,1,0.031444833,-0.195884623,6.918405064,4.50777784,0.693147181,2
1.888040132,-2.87528612,HRIII-1,HR-78,NC10,1,0.031444833,-0.195884623,6.920131511,4.50777784,0.693147181,2
2.080149264,-3.343872315,HRIII-1,HR-80,NC16,1,0.031444833,-0.195884623,6.928108229,4.50777784,0.693147181,2
