Y1,Y2,Source,Path,Station,Type,logTempSc,logPressureSc,lRange,W,C2N,HOB
1.875334896,-2.955550484,HRIII-1,HR-81,NC11,1,0.031444833,-0.195884623,6.929341226,4.50777784,0.693147181,2
1.991494198,-3.065082352,HRIII-1,HR-82,NC12,1,0.031444833,-0.195884623,6.939671756,4.50777784,0.693147181,2
1.950985564,-3.363901597,HRIII-1,HR-83,NC15,1,0.031444833,-0.195884623,6.939964033,4.50777784,0.693147181,2
1.861511915,-3.188104166,HRIII-1,HR-87,NC13,1,0.031444833,-0.195884623,6.944703172,4.50777784,0.693147181,2
1.696632626,-3.254503003,HRIII-1,HR-89,1W4,1,0.031444833,-0.195884623,6.953078795,4.50777784,0.693147181,2
1.74672804,-3.33120501,HRIII-1,HR-89,1W4,1,0.031444833,-0.195884623,6.953078795,4.50777784,0.693147181,2
1.895665997,-3.286084575,HRIII-1,HR-89,1W4,1,0.031444833,-0.195884623,6.953078795,4.50777784,0.693147181,2
-1.749768914,-2.781427671,HRIII-2,HR-13,C3H205,1,0.028074422,-0.194684863,5.578162557,4.50777784,0.693147181,-7
-1.802799287,-2.855101144,HRIII-2,HR-14,C3H206,1,0.028074422,-0.194684863,5.613728992,4.50777784,0.693147181,-7
-1.808989409,-2.54656931,HRIII-2,HR-15,C3H204,1,0.028074422,-0.194684863,5.604108405,4.50777784,0.693147181,-7
-1.987044125,-2.874399988,HRIII-2,HR-17,C3H207,1,0.028074422,-0.194684863,5.603886625,4.50777784,0.693147181,-7
0.604767504,-2.697852376,HRIII-3,HR-104,E3,2,0.013450798,-0.195524544,7.82155779,4.50777784,0.693147181,2
0.073008984,-2.647896278,HRIII-3,HR-109,NE1,2,0.013450798,-0.195524544,8.329244046,4.50777784,0.693147181,2
3.469135741,-3.321462414,HRIII-3,HR-11,G3H313,2,0.013450798,-0.195524544,5.548870968,4.50777784,0.693147181,2
-0.254269043,-2.605042451,HRIII-3,HR-110,2E2,2,0.013450798,-0.195524544,8.339634762,4.50777784,0.693147181,2
0.211289933,-2.61319467,HRIII-3,HR-110,2E2,2,0.013450798,-0.195524544,8.339634762,4.50777784,0.693147181,2
3.221270994,-3.394718416,HRIII-3,HR-18,G3H312,2,0.013450798,-0.195524544,5.614185137,4.50777784,0.693147181,2
3.22937602,-3.394718416,HRIII-3,HR-22,G3H311,2,0.013450798,-0.195524544,5.694346573,4.50777784,0.693147181,2
3.181746457,-3.349554149,HRIII-3,HR-23,G3H318,2,0.013450798,-0.195524544,5.694591634,4.50777784,0.693147181,2
3.185218537,-3.374068714,HRIII-3,HR-25,G3H301,2,0.013450798,-0.195524544,5.700332611,4.50777784,0.693147181,2
3.355184434,-3.350979666,HRIII-3,HR-27,G3H302,2,0.013450798,-0.195524544,5.74253439,4.50777784,0.693147181,2
3.283396416,-3.365347729,HRIII-3,HR-31,G3H310,2,0.013450798,-0.195524544,5.76756343,4.50777784,0.693147181,2
3.211860982,-3.350979666,HRIII-3,HR-33,G3H303,2,0.013450798,-0.195524544,5.798741493,4.50777784,0.693147181,2
3.004694057,-3.352407217,HRIII-3,HR-38,G3H309,2,0.013450798,-0.195524544,5.833089925,4.50777784,0.693147181,2
2.814614532,-3.352407217,HRIII-3,HR-39,E4A,2,0.013450798,-0.195524544,5.845978275,4.50777784,0.693147181,2
2.822957845,-3.346709196,HRIII-3,HR-39,E4B,2,0.013450798,-0.195524544,5.845978275,4.50777784,0.693147181,2
3.356586491,-3.366795955,HRIII-3,HR-4,G3H315,2,0.013450798,-0.195524544,5.449293939,4.50777784,0.693147181,2
2.771134709,-3.324236341,HRIII-3,HR-40,1E4,2,0.013450798,-0.195524544,5.854933755,4.50777784,0.693147181,2
3.008060427,-3.335409641,HRIII-3,HR-40,1E4,2,0.013450798,-0.195524544,5.854933755,4.50777784,0.693147181,2
3.011703513,-3.37115326,HRIII-3,HR-41,G3H308,2,0.013450798,-0.195524544,5.859860616,4.50777784,0.693147181,2
3.090063984,-3.35526845,HRIII-3,HR-42,G3H304,2,0.013450798,-0.195524544,5.87268582,4.50777784,0.693147181,2
3.086630737,-3.379925246,HRIII-3,HR-43,G3H307,2,0.013450798,-0.195524544,5.890486967,4.50777784,0.693147181,2
2.797817692,-3.356702142,HRIII-3,HR-44,G3H305,2,0.013450798,-0.195524544,5.905245189,4.50777784,0.693147181,2
3.058051123,-3.33120501,HRIII-3,HR-45,G3H306,2,0.013450798,-0.195524544,5.90942356,4.50777784,0.693147181,2
3.520063978,-3.388774862,HRIII-3,HR-5,G3H316,2,0.013450798,-0.195524544,5.46851786,4.50777784,0.693147181,2
1.906857049,-3.103317484,HRIII-3,HR-51,NG15,2,0.013450798,-0.195524544,6.833331973,4.50777784,0.693147181,2
1.857957619,-3.052302625,HRIII-3,HR-52,NG16,2,0.013450798,-0.195524544,6.836277431,4.50777784,0.693147181,2
1.89706692,-3.075858318,HRIII-3,HR-53,NG14,2,0.013450798,-0.195524544,6.837717661,4.50777784,0.693147181,2
1.912346743,-3.116770602,HRIII-3,HR-54,NG13,2,0.013450798,-0.195524544,6.847059389,4.50777784,0.693147181,2
2.026867162,-3.138448576,HRIII-3,HR-55,NG17,2,0.013450798,-0.195524544,6.85228386,4.50777784,0.693147181,2
1.927775446,-3.084563487,HRIII-3,HR-57,NG12,2,0.013450798,-0.195524544,6.864969947,4.50777784,0.693147181,2
2.086445113,-3.103317484,HRIII-3,HR-59,NG18,2,0.013450798,-0.195524544,6.870694732,4.50777784,0.693147181,2
3.334302487,-3.32007833,HRIII-3,HR-6,G3H314,2,0.013450798,-0.195524544,5.474034687,4.50777784,0.693147181,2
2.06928672,-3.174858939,HRIII-3,HR-66,NG11,2,0.013450798,-0.195524544,6.891768971,4.50777784,0.693147181,2
2.143444709,-3.171276846,HRIII-3,HR-68,NG01,2,0.013450798,-0.195524544,6.901532899,4.50777784,0.693147181,2
2.068976254,-3.186892779,HRIII-3,HR-76,NG02,2,0.013450798,-0.195524544,6.915765756,4.50777784,0.693147181,2
1.949635948,-3.186892779,HRIII-3,HR-79,NG10,2,0.013450798,-0.195524544,6.922597411,4.50777784,0.693147181,2
2.033375737,-3.129263666,HRIII-3,HR-84,NG03,2,0.013450798,-0.195524544,6.940241586,4.50777784,0.693147181,2
1.935534587,-3.074775481,HRIII-3,HR-85,NG09,2,0.013450798,-0.195524544,6.941903782,4.50777784,0.693147181,2
1.960676723,-3.221378955,HRIII-3,HR-88,NG04,2,0.013450798,-0.195524544,6.952081877,4.50777784,0.693147181,2
1.98399225,-3.124702655,HRIII-3,HR-90,NG08,2,0.013450798,-0.195524544,6.955893153,4.50777784,0.693147181,2
1.942502334,-3.190531352,HRIII-3,HR-91,NG05,2,0.013450798,-0.195524544,6.965174495,4.50777784,0.693147181,2
2.017761937,-3.232721232,HRIII-3,HR-92,NG07,2,0.013450798,-0.195524544,6.965627323,4.50777784,0.693147181,2
1.929854813,-3.176055828,HRIII-3,HR-93,NG06,2,0.013450798,-0.195524544,6.966776588,4.50777784,0.693147181,2
0.725553247,-3.725543438,HRIII-3,HR-95,ST4,2,0.013450798,-0.195524544,7.121048551,4.50777784,0.693147181,2
1.221258171,-3.183267397,HRIII-3,HR-99,1FACT,2,0.013450798,-0.195524544,7.357751867,4.50777784,0.693147181,2
1.257960598,-3.148883453,HRIII-3,HR-99,1FACT,2,0.013450798,-0.195524544,7.357751867,4.50777784,0.693147181,2
-1.102846892,-2.5452938,HRIII-4,HR-11,G3H413,2,-0.002085506,-0.188588377,5.548870968,4.50777784,0.693147181,-7
-1.238071001,-2.664990712,HRIII-4,HR-18,G3H412,2,-0.002085506,-0.188588377,5.614185137,4.50777784,0.693147181,-7
-0.806358719,-2.494956986,HRIII-4,HR-22,G3H411,2,-0.002085506,-0.188588377,5.69731127,4.50777784,0.693147181,-7
-1.128729056,-2.562651998,HRIII-4,HR-31,G3H410,2,-0.002085506,-0.188588377,5.771646224,4.50777784,0.693147181,-7
-1.400551485,-2.615243152,HRIII-4,HR-38,G3H409,2,-0.002085506,-0.188588377,5.829993545,4.50777784,0.693147181,-7
-0.89385329,-2.697852376,HRIII-4,HR-4,G3H415,2,-0.002085506,-0.188588377,5.447726168,4.50777784,0.693147181,-7
-1.537305375,-2.689719244,HRIII-4,HR-41,G3H408,2,-0.002085506,-0.188588377,5.861388722,4.50777784,0.693147181,-7
-1.723456617,-2.953631098,HRIII-4,HR-43,G3H407,2,-0.002085506,-0.188588377,5.894564586,4.50777784,0.693147181,-7
-2.214505257,-2.676551534,HRIII-4,HR-53,NG14,2,-0.002085506,-0.188588377,6.837717661,4.50777784,0.693147181,-7
-2.123839436,-2.863827203,HRIII-4,HR-59,NG18,2,-0.002085506,-0.188588377,6.870694732,4.50777784,0.693147181,-7
-1.270348999,-2.789531443,HRIII-4,HR-6,G3H414,2,-0.002085506,-0.188588377,5.475478902,4.50777784,0.693147181,-7
-2.181591588,-2.413516654,HRIII-4,HR-66,NG11,2,-0.002085506,-0.188588377,6.891768971,4.50777784,0.693147181,-7
-2.263713875,-2.805111914,HRIII-4,HR-68,NG01,2,-0.002085506,-0.188588377,6.901532899,4.50777784,0.693147181,-7
-1.114011748,-2.921552875,HRIII-4,HR-8,G3H417,2,-0.002085506,-0.188588377,5.522559653,4.50777784,0.693147181,-7
5.594148668,-2.061994628,HRR-5,HRR-1,OS03,2,0.055710607,-0.164916542,6.649671298,10.72070772,0.693147181,0.5
3.416496183,-1.088414464,HRR-5,HRR-10,1S06,2,0.055710607,-0.164916542,9.227636514,10.72070772,0.693147181,0.5
3.264794573,-1.258253011,HRR-5,HRR-10,1S06,2,0.055710607,-0.164916542,9.227636514,10.72070772,0.693147181,0.5
3.62536034,-1.198487874,HRR-5,HRR-10,1S06,2,0.055710607,-0.164916542,9.227636514,10.72070772,0.693147181,0.5
3.064199568,-1.070608092,HRR-5,HRR-11,RD15,2,0.055710607,-0.164916542,9.328235263,10.72070772,0.693147181,0.5
3.134264384,-1.090644119,HRR-5,HRR-12,1S05,2,0.055710607,-0.164916542,9.328923731,10.72070772,0.693147181,0.5
3.022135027,-1.257901146,HRR-5,HRR-12,1S05,2,0.055710607,-0.164916542,9.328923731,10.72070772,0.693147181,0.5
2.906138479,-1.023736754,HRR-5,HRR-13,S03,2,0.055710607,-0.164916542,9.342945998,10.72070772,0.693147181,0.5
3.14454253,-1.037046933,HRR-5,HRR-13,S03,2,0.055710607,-0.164916542,9.342945998,10.72070772,0.693147181,0.5
2.851002428,-0.802292628,HRR-5,HRR-14,S02,2,0.055710607,-0.164916542,9.389219034,10.72070772,0.693147181,0.5
2.951001477,-0.922308804,HRR-5,HRR-15,1S04,2,0.055710607,-0.164916542,9.483224717,10.72070772,0.693147181,0.5
2.643828535,-0.896855819,HRR-5,HRR-16,RD14,2,0.055710607,-0.164916542,9.490078399,10.72070772,0.693147181,0.5
2.253190988,-0.646168179,HRR-5,HRR-17,S01,2,0.055710607,-0.164916542,9.501792263,10.72070772,0.693147181,0.5
2.629971928,-0.591674212,HRR-5,HRR-17,S01,2,0.055710607,-0.164916542,9.501792263,10.72070772,0.693147181,0.5
2.423826664,-0.958415658,HRR-5,HRR-18,RD13,2,0.055710607,-0.164916542,9.611404057,10.72070772,0.693147181,0.5
2.577868293,-0.751094141,HRR-5,HRR-19,BW,2,0.055710607,-0.164916542,9.65028648,10.72070772,0.693147181,0.5
5.547558041,-1.638351923,HRR-5,HRR-2,OS05,2,0.055710607,-0.164916542,7.054205591,10.72070772,0.693147181,0.5
2.570605199,-0.845366394,HRR-5,HRR-20,S07,2,0.055710607,-0.164916542,9.664020749,10.72070772,0.693147181,0.5
2.294297924,-0.865716446,HRR-5,HRR-21,RD12,2,0.055710607,-0.164916542,9.725146435,10.72070772,0.693147181,0.5
2.55612912,-0.851556917,HRR-5,HRR-22,MDR,2,0.055710607,-0.164916542,9.734195879,10.72070772,0.693147181,0.5
2.075042766,-0.788667382,HRR-5,HRR-23,RD11,2,0.055710607,-0.164916542,9.830343247,10.72070772,0.693147181,0.5
1.971617898,-0.687761708,HRR-5,HRR-24,RD10,2,0.055710607,-0.164916542,9.925737042,10.72070772,0.693147181,0.5
2.628668555,-0.850737101,HRR-5,HRR-25,ZUM,2,0.055710607,-0.164916542,9.955353047,10.72070772,0.693147181,0.5
1.840169652,-0.753003348,HRR-5,HRR-26,RD09,2,0.055710607,-0.164916542,10.0155586,10.72070772,0.693147181,0.5
2.248729263,-0.760676837,HRR-5,HRR-27,NIS05,2,0.055710607,-0.164916542,10.02090436,10.72070772,0.693147181,0.5
2.088851013,-0.847814661,HRR-5,HRR-28,NIS04,2,0.055710607,-0.164916542,10.02358841,10.72070772,0.693147181,0.5
2.035418145,-0.802181102,HRR-5,HRR-29,NIS03,2,0.055710607,-0.164916542,10.03055044,10.72070772,0.693147181,0.5
6.002338785,-1.524637311,HRR-5,HRR-3,S10,2,0.055710607,-0.164916542,7.089668505,10.72070772,0.693147181,0.5
1.535842561,-0.743914298,HRR-5,HRR-30,RD20,2,0.055710607,-0.164916542,10.03175277,10.72070772,0.693147181,0.5
2.218848879,-0.721958262,HRR-5,HRR-31,NIS06,2,0.055710607,-0.164916542,10.03379557,10.72070772,0.693147181,0.5
2.166670992,-0.775985459,HRR-5,HRR-32,NIS02,2,0.055710607,-0.164916542,10.05464325,10.72070772,0.693147181,0.5
0.992483428,-0.604129484,HRR-5,HRR-33,RD23,2,0.055710607,-0.164916542,10.07229371,10.72070772,0.693147181,0.5
1.981844848,-0.771108722,HRR-5,HRR-34,NIS01,2,0.055710607,-0.164916542,10.07736638,10.72070772,0.693147181,0.5
1.519756701,-0.636010989,HRR-5,HRR-35,RD21,2,0.055710607,-0.164916542,10.09039597,10.72070772,0.693147181,0.5
1.952897516,-0.816558525,HRR-5,HRR-36,NIS14,2,0.055710607,-0.164916542,10.09384132,10.72070772,0.693147181,0.5
1.982062407,-0.670114481,HRR-5,HRR-37,NIS10,2,0.055710607,-0.164916542,10.11237242,10.72070772,0.693147181,0.5
1.625516687,-0.638280279,HRR-5,HRR-38,RD16,2,0.055710607,-0.164916542,10.11309276,10.72070772,0.693147181,0.5
2.091798204,-0.709378194,HRR-5,HRR-39,NIS11,2,0.055710607,-0.164916542,10.12003403,10.72070772,0.693147181,0.5
5.202740389,-1.531088946,HRR-5,HRR-4,SHTRF,2,0.055710607,-0.164916542,7.351804898,10.72070772,0.693147181,0.5
1.51017809,-0.707753333,HRR-5,HRR-40,RD17,2,0.055710607,-0.164916542,10.14743258,10.72070772,0.693147181,0.5
1.237575625,-0.446755963,HRR-5,HRR-41,RD25,2,0.055710607,-0.164916542,10.15349629,10.72070772,0.693147181,0.5
