Y1,Y2,Source,Path,Station,Type,lRange,W,HOB
-8.051793896,-3.278801004,SUGAR,SU-1,Sa0710,1,5.701747071,13.99783211,1.0668
-8.398566068,-3.71037279,SUGAR,SU-2,Sa0910,1,6.125383365,13.99783211,1.0668
-8.904180078,-4.370161307,SUGAR,SU-3,Sa1110,1,6.566208187,13.99783211,1.0668
