Y1,Y2,Source,Path,Station,Type,lRange,W,C2N,HOB
-17.83619557,-12.16852951,HRI-3,HR-60,E4,1,8.739780608,6.291143123,0.693147181,1.5
-14.23193147,-7.766243152,HRI-4,HR-30,W4,1,6.923294727,6.291143123,0.693147181,-1.5
-13.61062569,-8.056688301,HRI-4,HR-30,W4,1,6.923294727,6.291143123,0.693147181,-1.5
-15.49975016,-8.680286834,HRI-4,HR-50,9187_V,1,7.564303147,6.291143123,0.693147181,-1.5
-15.89242771,-9.823660632,HRI-4,HR-50,W5,1,7.564303147,6.291143123,0.693147181,-1.5
-16.10928805,-10.79292954,HRI-4,HR-53,E2,1,7.804012765,6.291143123,0.693147181,-1.5
-15.49833669,-10.67242907,HRI-4,HR-53,E2,1,7.804012765,6.291143123,0.693147181,-1.5
-16.89866396,-9.431896504,HRI-4,HR-55,W1,1,8.23683234,6.291143123,0.693147181,-1.5
-16.16219196,-9.464662245,HRI-4,HR-55,W1,1,8.23683234,6.291143123,0.693147181,-1.5
-16.83680831,-11.67035934,HRI-4,HR-59,E3,1,8.373836087,6.291143123,0.693147181,-1.5
-16.35642899,-11.75743736,HRI-4,HR-59,E3,1,8.373836087,6.291143123,0.693147181,-1.5
-17.34514941,-12.09274788,HRI-4,HR-60,E4,1,8.738715223,6.291143123,0.693147181,-1.5
-14.86318308,-8.361481763,HRI-5,HR-30,W4,1,6.915415937,6.291143123,0.693147181,0.5
-14.20934391,-8.282478064,HRI-5,HR-30,W4,1,6.915415937,6.291143123,0.693147181,0.5
-15.80402835,-10.60431114,HRI-5,HR-50,W5,1,7.560463317,6.291143123,0.693147181,0.5
-15.25964931,-10.44179925,HRI-5,HR-50,W5,1,7.560463317,6.291143123,0.693147181,0.5
-16.5387721,-10.97895872,HRI-5,HR-53,E2,1,7.807862455,6.291143123,0.693147181,0.5
-15.9582576,-10.81827786,HRI-5,HR-53,E2,1,7.807862455,6.291143123,0.693147181,0.5
-17.41042345,-10.3964372,HRI-5,HR-55,W1,1,8.234874055,6.291143123,0.693147181,0.5
-16.44187746,-10.34160223,HRI-5,HR-55,W1,1,8.234874055,6.291143123,0.693147181,0.5
-17.20155466,-11.53499465,HRI-5,HR-59,E3,1,8.375944992,6.291143123,0.693147181,0.5
-16.82812107,-11.94559219,HRI-5,HR-59,E3,1,8.375944992,6.291143123,0.693147181,0.5
-17.83558037,-12.02462303,HRI-5,HR-60,E4,1,8.739879059,6.291143123,0.693147181,0.5
-14.60851326,-8.13714216,HRI-6,HR-30,W4,1,6.926981646,6.291143123,0.693147181,-0.5
-14.08099966,-8.259075446,HRI-6,HR-30,W4,1,6.926981646,6.291143123,0.693147181,-0.5
-15.6681831,-10.29526894,HRI-6,HR-50,W5,1,7.566655728,6.291143123,0.693147181,-0.5
-15.13500951,-10.32211926,HRI-6,HR-50,W5,1,7.566655728,6.291143123,0.693147181,-0.5
-16.41436669,-10.97514117,HRI-6,HR-53,E2,1,7.800884012,6.291143123,0.693147181,-0.5
-15.83680978,-10.83169806,HRI-6,HR-53,E2,1,7.800884012,6.291143123,0.693147181,-0.5
-16.22767869,-9.976765881,HRI-6,HR-55,W1,1,8.237424904,6.291143123,0.693147181,-0.5
-17.07088612,-11.60904676,HRI-6,HR-59,E3,1,8.372287205,6.291143123,0.693147181,-0.5
-16.74265877,-11.58280807,HRI-6,HR-59,E3,1,8.372287205,6.291143123,0.693147181,-0.5
-17.69224754,-12.20845356,HRI-6,HR-60,E4,1,8.738415599,6.291143123,0.693147181,-0.5
-13.7443006,-7.022335853,HRI-7,HR-30,W4,1,6.921926561,6.291143123,0.693147181,-5
-12.99270604,-7.333073749,HRI-7,HR-30,W4,1,6.921926561,6.291143123,0.693147181,-5
-14.77027631,-8.941236513,HRI-7,HR-50,W5,1,7.563796812,6.291143123,0.693147181,-5
-14.13511983,-9.119475334,HRI-7,HR-50,W5,1,7.563796812,6.291143123,0.693147181,-5
-15.57416939,-10.32649779,HRI-7,HR-53,E2,1,7.80636217,6.291143123,0.693147181,-5
-14.90761414,-10.27975714,HRI-7,HR-53,E2,1,7.80636217,6.291143123,0.693147181,-5
-16.19473472,-9.012009422,HRI-7,HR-55,W1,1,8.236811735,6.291143123,0.693147181,-5
-15.40115785,-8.989332596,HRI-7,HR-55,W1,1,8.236811735,6.291143123,0.693147181,-5
-16.24803597,-11.1104984,HRI-7,HR-59,E3,1,8.374929254,6.291143123,0.693147181,-5
-15.72797266,-11.28007095,HRI-7,HR-59,E3,1,8.374929254,6.291143123,0.693147181,-5
-16.86510608,-11.88376262,HRI-7,HR-60,E4,1,8.738688431,6.291143123,0.693147181,-5
-14.30759928,-7.988298295,HRII-1,HR-2,E1,1,6.698677024,4.309321524,0.693147181,-6
-14.77133413,-8.810613754,HRII-1,HR-30,W4,1,6.941258071,4.309321524,0.693147181,-6
-15.73267069,-10.76870114,HRII-1,HR-50,W5,1,7.574091342,4.309321524,0.693147181,-6
-16.41257067,-11.4340124,HRII-1,HR-53,E2,1,7.797619127,4.309321524,0.693147181,-6
-12.86067729,-6.942481564,HRII-2,HR-2,E1,1,6.660514387,5.918759437,0.693147181,-5
-13.3529084,-7.679977425,HRII-2,HR-30,W4,1,6.935767475,5.918759437,0.693147181,-5
-14.4157789,-9.598970177,HRII-2,HR-50,W5,1,7.570843488,5.918759437,0.693147181,-5
-15.24426757,-10.56057511,HRII-2,HR-53,E2,1,7.803312709,5.918759437,0.693147181,-5
-16.11690378,-11.60090424,HRII-2,HR-59,E3,1,8.372831312,5.918759437,0.693147181,-5
-12.56492223,-6.853545595,HRII-3,HR-2,E1,1,6.635027172,6.291143123,0.693147181,-10
-13.08792119,-7.17756367,HRII-3,HR-30,W4,1,6.933013526,6.291143123,0.693147181,-10
-14.17257366,-9.202478759,HRII-3,HR-50,W5,1,7.569052373,6.291143123,0.693147181,-10
-15.02673015,-10.39513645,HRII-3,HR-53,E2,1,7.806905995,6.291143123,0.693147181,-10
-15.5074108,-8.990827248,HRII-3,HR-55,W1,1,8.240399235,6.291143123,0.693147181,-10
-16.41704685,-11.2129759,HRII-3,HR-59,E3,1,8.37457329,6.291143123,0.693147181,-10
-13.57164468,-7.576512227,HRII-4,HR-2,E1,1,6.716595353,6.611893174,0.693147181,-0.6
-13.91358661,-8.33494236,HRII-4,HR-30,W4,1,6.939934083,6.611893174,0.693147181,-0.6
-15.70189456,-10.84966053,HRII-4,HR-53,E2,1,7.796608769,6.611893174,0.693147181,-0.6
-13.59798271,-7.657787698,HRII-6,HR-2,E1,1,6.683162966,6.291143123,0.693147181,-1
-14.05692044,-8.272024387,HRII-6,HR-30,W4,1,6.943515472,6.291143123,0.693147181,-1
-15.11309342,-10.33367474,HRII-6,HR-50,W5,1,7.575173466,6.291143123,0.693147181,-1
-15.8136659,-10.98575379,HRII-6,HR-53,E2,1,7.798125745,6.291143123,0.693147181,-1
-16.73287466,-12.08662067,HRII-6,HR-59,E3,1,8.370130035,6.291143123,0.693147181,-1
-16.58098762,-9.586670801,HRIII-1,HR-21,WC21,1,6.898081641,4.50777784,0.693147181,2
-16.56344662,-9.598759511,HRIII-1,HR-24,WC20,1,6.904649985,4.50777784,0.693147181,2
-16.45319194,-9.607854058,HRIII-1,HR-25,WC19,1,6.909721735,4.50777784,0.693147181,2
-16.1339545,-9.945775327,HRIII-1,HR-27,ST5,1,6.918845902,4.50777784,0.693147181,2
-16.62599376,-10.1482514,HRIII-1,HR-28,WC10,1,6.913683514,4.50777784,0.693147181,2
-16.77704307,-9.329721737,HRIII-1,HR-29,WC01,1,6.921775991,4.50777784,0.693147181,2
-15.5974756,-8.916659464,HRIII-1,HR-3,1E1,1,6.694253941,4.50777784,0.693147181,2
-16.08916173,-9.069472504,HRIII-1,HR-3,1E1,1,6.694253941,4.50777784,0.693147181,2
-16.56085263,-9.256857936,HRIII-1,HR-31,WC18,1,6.916840352,4.50777784,0.693147181,2
-16.83252428,-9.6070301,HRIII-1,HR-32,WC02,1,6.924680131,4.50777784,0.693147181,2
-16.59179101,-9.584552618,HRIII-1,HR-33,WC17,1,6.921222692,4.50777784,0.693147181,2
-16.73089901,-9.347372376,HRIII-1,HR-35,WC03,1,6.931913351,4.50777784,0.693147181,2
-16.86669352,-9.43615196,HRIII-1,HR-36,WC04,1,6.933087931,4.50777784,0.693147181,2
-16.67063082,-9.803308722,HRIII-1,HR-37,WC16,1,6.928217178,4.50777784,0.693147181,2
-16.6985717,-9.375434198,HRIII-1,HR-38,WC05,1,6.938666196,4.50777784,0.693147181,2
-16.6799653,-9.30909017,HRIII-1,HR-39,WC15,1,6.933857125,4.50777784,0.693147181,2
-16.86564212,-9.486247032,HRIII-1,HR-40,WC14,1,6.937702167,4.50777784,0.693147181,2
-16.67185333,-9.784182399,HRIII-1,HR-41,WC06,1,6.942307778,4.50777784,0.693147181,2
-16.83095855,-9.550017074,HRIII-1,HR-42,WC13,1,6.940176533,4.50777784,0.693147181,2
-16.87993648,-10.23275413,HRIII-1,HR-43,WC11,1,6.940416653,4.50777784,0.693147181,2
-16.81296544,-9.595271976,HRIII-1,HR-44,WC09,1,6.943114223,4.50777784,0.693147181,2
-16.89172553,-9.554644006,HRIII-1,HR-45,WC12,1,6.941775681,4.50777784,0.693147181,2
-16.69657919,-9.092444308,HRIII-1,HR-46,WC08,1,6.944703172,4.50777784,0.693147181,2
-16.62556406,-9.703650532,HRIII-1,HR-47,WC07,1,6.948889027,4.50777784,0.693147181,2
-15.82132193,-10.56906277,HRIII-1,HR-51,1W5,1,7.579728538,4.50777784,0.693147181,2
-17.77438685,-12.23877583,HRIII-1,HR-52,1E2,1,7.790223232,4.50777784,0.693147181,2
-15.51501639,-8.467125085,HRIII-2,HR-21,WC21,1,6.904789898,4.50777784,0.693147181,-7
-15.5020187,-8.980771428,HRIII-2,HR-24,WC20,1,6.911190253,4.50777784,0.693147181,-7
-15.43473854,-8.840193884,HRIII-2,HR-25,WC19,1,6.915948381,4.50777784,0.693147181,-7
-14.84019465,-8.860173538,HRIII-2,HR-27,ST5,1,6.912499778,4.50777784,0.693147181,-7
-15.56584513,-8.852977995,HRIII-2,HR-28,WC10,1,6.912610905,4.50777784,0.693147181,-7
-15.64921014,-8.45284009,HRIII-2,HR-29,WC01,1,6.915182905,4.50777784,0.693147181,-7
-14.46847605,-8.096596283,HRIII-2,HR-3,1E1,1,6.685986965,4.50777784,0.693147181,-7
-14.90669179,-8.208540189,HRIII-2,HR-3,1E1,1,6.685986965,4.50777784,0.693147181,-7
-15.52302265,-8.86094054,HRIII-2,HR-31,WC18,1,6.922598014,4.50777784,0.693147181,-7
-15.70192646,-8.917406348,HRIII-2,HR-32,WC02,1,6.918219945,4.50777784,0.693147181,-7
-15.51322936,-8.582346255,HRIII-2,HR-33,WC17,1,6.926396128,4.50777784,0.693147181,-7
-15.57215812,-8.644792925,HRIII-2,HR-35,WC03,1,6.925767735,4.50777784,0.693147181,-7
-15.67435207,-9.04855586,HRIII-2,HR-36,WC04,1,6.927365068,4.50777784,0.693147181,-7
-15.594294,-8.801447912,HRIII-2,HR-37,WC16,1,6.932684379,4.50777784,0.693147181,-7
-15.55041615,-8.656920188,HRIII-2,HR-38,WC05,1,6.933528901,4.50777784,0.693147181,-7
-15.56424251,-8.492169328,HRIII-2,HR-39,WC15,1,6.937512467,4.50777784,0.693147181,-7
-15.72578887,-9.233578671,HRIII-2,HR-40,WC14,1,6.940481962,4.50777784,0.693147181,-7
-15.53330243,-8.883507981,HRIII-2,HR-41,WC06,1,6.937850367,4.50777784,0.693147181,-7
-15.73956589,-11.1678091,HRIII-2,HR-42,WC13,1,6.942079698,4.50777784,0.693147181,-7
-15.75010738,-9.209395624,HRIII-2,HR-43,WC11,1,6.940389922,4.50777784,0.693147181,-7
-15.6924122,-8.880295094,HRIII-2,HR-44,WC09,1,6.941140723,4.50777784,0.693147181,-7
-15.7784724,-8.739554636,HRIII-2,HR-45,WC12,1,6.942710802,4.50777784,0.693147181,-7
-15.53816164,-8.499687999,HRIII-2,HR-46,WC08,1,6.941851092,4.50777784,0.693147181,-7
-15.4778309,-10.21218619,HRIII-2,HR-47,WC07,1,6.945165959,4.50777784,0.693147181,-7
-14.74759968,-9.499886293,HRIII-2,HR-51,1W5,1,7.579570025,4.50777784,0.693147181,-7
-14.76919632,-9.408679,HRIII-2,HR-51,1W5,1,7.579570025,4.50777784,0.693147181,-7
-16.56972026,-11.22435137,HRIII-2,HR-52,1E2,1,7.791070094,4.50777784,0.693147181,-7
-17.04573921,-10.24795166,HRIII-2,HR-56,W1A,1,8.246584127,4.50777784,0.693147181,-7
-16.6727232,-9.710226286,HRIII-3,HR-1,1E4,2,5.854933755,4.50777784,0.693147181,2
-18.09649119,-11.20256803,HRIII-3,HR-10,WG15,2,6.850801297,4.50777784,0.693147181,2
-18.37044581,-11.68675632,HRIII-3,HR-11,WG08,2,6.856709945,4.50777784,0.693147181,2
-18.59699075,-10.99120054,HRIII-3,HR-12,WG17,2,6.862324461,4.50777784,0.693147181,2
-18.36279803,-11.70195028,HRIII-3,HR-13,WG07,2,6.865031531,4.50777784,0.693147181,2
-18.54373901,-11.19162216,HRIII-3,HR-14,WG18,2,6.870775063,4.50777784,0.693147181,2
-18.41505204,-11.51641977,HRIII-3,HR-15,WG06,2,6.87552548,4.50777784,0.693147181,2
-17.97086476,-10.48542916,HRIII-3,HR-16,WG19,2,6.880068293,4.50777784,0.693147181,2
-18.61672947,-11.96736056,HRIII-3,HR-17,WG05,2,6.886677411,4.50777784,0.693147181,2
-18.36208592,-10.72219744,HRIII-3,HR-18,WG20,2,6.889664991,4.50777784,0.693147181,2
-17.99352637,-11.48390242,HRIII-3,HR-19,WG16,2,6.891683381,4.50777784,0.693147181,2
-18.51482512,-11.40586757,HRIII-3,HR-20,WG04,2,6.89201028,4.50777784,0.693147181,2
-18.38327648,-11.2523888,HRIII-3,HR-22,WG21,2,6.900991103,4.50777784,0.693147181,2
-18.36174514,-11.30692283,HRIII-3,HR-23,WG03,2,6.901747349,4.50777784,0.693147181,2
-18.51250395,-11.53392587,HRIII-3,HR-26,WG02,2,6.911914687,4.50777784,0.693147181,2
-18.06016437,-11.08611242,HRIII-3,HR-34,WG01,2,6.923630513,4.50777784,0.693147181,2
-18.0134681,-11.29747053,HRIII-3,HR-4,WG12,2,6.844438512,4.50777784,0.693147181,2
-18.8569378,-11.96612088,HRIII-3,HR-48,FACT1A,2,7.324352101,4.50777784,0.693147181,2
-18.85331687,-11.97544434,HRIII-3,HR-48,FACT1B,2,7.324352101,4.50777784,0.693147181,2
-18.38280899,-11.52738158,HRIII-3,HR-5,WG11,2,6.844597851,4.50777784,0.693147181,2
-18.64328192,-12.49764743,HRIII-3,HR-54,E3,2,7.82155779,4.50777784,0.693147181,2
-18.03572729,-11.36656994,HRIII-3,HR-6,WG14,2,6.844802762,4.50777784,0.693147181,2
-18.2442367,-11.08136437,HRIII-3,HR-7,WG13,2,6.846247819,4.50777784,0.693147181,2
-18.29315109,-10.95638504,HRIII-3,HR-8,WG10,2,6.847734017,4.50777784,0.693147181,2
-18.2302652,-11.48617235,HRIII-3,HR-9,WG09,2,6.849047953,4.50777784,0.693147181,2
-13.89279236,-6.959503231,HRIII-4,HR-1,1E4,2,5.87729147,4.50777784,0.693147181,-7
-13.92544803,-6.994875844,HRIII-4,HR-1,1E4,2,5.87729147,4.50777784,0.693147181,-7
-14.22247899,-6.663636377,HRIII-4,HR-1,S5,2,5.895218103,4.50777784,0.693147181,-7
-15.16029145,-9.177148236,HRIII-4,HR-10,WG15,2,6.850801297,4.50777784,0.693147181,-7
-15.72788726,-9.235225743,HRIII-4,HR-11,WG08,2,6.856709945,4.50777784,0.693147181,-7
-15.25079945,-8.709349974,HRIII-4,HR-12,WG17,2,6.862324461,4.50777784,0.693147181,-7
-15.76364665,-9.209269295,HRIII-4,HR-13,WG07,2,6.865031531,4.50777784,0.693147181,-7
-15.40453948,-8.81900042,HRIII-4,HR-14,WG18,2,6.870775063,4.50777784,0.693147181,-7
-15.86040674,-9.355228833,HRIII-4,HR-15,WG06,2,6.87552548,4.50777784,0.693147181,-7
-14.6609661,-8.09040066,HRIII-4,HR-16,WG19,2,6.880068293,4.50777784,0.693147181,-7
-16.12698286,-9.663757467,HRIII-4,HR-17,WG05,2,6.886677411,4.50777784,0.693147181,-7
-15.34880606,-8.121825584,HRIII-4,HR-18,WG20,2,6.889664991,4.50777784,0.693147181,-7
-14.89721643,-8.780258518,HRIII-4,HR-19,WG16,2,6.891683381,4.50777784,0.693147181,-7
-15.97283354,-9.357290738,HRIII-4,HR-20,WG04,2,6.89201028,4.50777784,0.693147181,-7
-15.77314584,-8.312253417,HRIII-4,HR-22,WG21,2,6.900991103,4.50777784,0.693147181,-7
-15.87693029,-8.823868229,HRIII-4,HR-23,WG03,2,6.901747349,4.50777784,0.693147181,-7
-15.91269867,-9.171437064,HRIII-4,HR-26,WG02,2,6.911914687,4.50777784,0.693147181,-7
-15.3518293,-8.251457339,HRIII-4,HR-34,WG01,2,6.923630513,4.50777784,0.693147181,-7
-15.26995297,-8.861620133,HRIII-4,HR-4,WG12,2,6.844438512,4.50777784,0.693147181,-7
-15.99201165,-9.237303523,HRIII-4,HR-48,FACT1A,2,7.324352101,4.50777784,0.693147181,-7
-15.97786957,-9.244019267,HRIII-4,HR-48,FACT1B,2,7.324352101,4.50777784,0.693147181,-7
-16.02700532,-9.286000421,HRIII-4,HR-49,FACT2,2,7.344193748,4.50777784,0.693147181,-7
-15.61424998,-9.153702681,HRIII-4,HR-5,WG11,2,6.844597851,4.50777784,0.693147181,-7
-15.63677361,-9.80040885,HRIII-4,HR-54,E3,2,7.82155779,4.50777784,0.693147181,-7
-17.34677813,-10.72973003,HRIII-4,HR-57,NE2,2,8.274565597,4.50777784,0.693147181,-7
-16.30020629,-10.31146021,HRIII-4,HR-58,NE1A,2,8.329820083,4.50777784,0.693147181,-7
-16.33873881,-10.30857935,HRIII-4,HR-58,NE1B,2,8.329820083,4.50777784,0.693147181,-7
-15.19961225,-8.685246008,HRIII-4,HR-6,WG14,2,6.844802762,4.50777784,0.693147181,-7
-15.22205496,-8.961687358,HRIII-4,HR-7,WG13,2,6.846247819,4.50777784,0.693147181,-7
-15.5387591,-8.799335541,HRIII-4,HR-8,WG10,2,6.847734017,4.50777784,0.693147181,-7
-15.69799952,-9.176645608,HRIII-4,HR-9,WG09,2,6.849047953,4.50777784,0.693147181,-7
-12.89208859,-7.018249495,HRR-5,HRR-1,S10,2,7.089668505,10.72070772,0.693147181,0.5
-16.27019934,-11.83882529,HRR-5,HRR-10,1S04,2,9.483224717,10.72070772,0.693147181,0.5
-16.64137011,-13.14389236,HRR-5,HRR-11,S01,2,9.501792263,10.72070772,0.693147181,0.5
-15.57455932,-11.77990461,HRR-5,HRR-12,OSC,2,9.654810772,10.72070772,0.693147181,0.5
-16.39036532,-11.50843541,HRR-5,HRR-13,S07,2,9.664020749,10.72070772,0.693147181,0.5
-16.11933996,-12.26490889,HRR-5,HRR-14,MDR,2,9.734195879,10.72070772,0.693147181,0.5
-16.58682946,-12.58499773,HRR-5,HRR-15,ZUM,2,9.955353047,10.72070772,0.693147181,0.5
-14.70295625,-8.444773751,HRR-5,HRR-2,1S12,2,8.107839878,10.72070772,0.693147181,0.5
-16.52453024,-10.71158788,HRR-5,HRR-3,1S09,2,8.654919826,10.72070772,0.693147181,0.5
-15.63446435,-10.43505362,HRR-5,HRR-4,FO1,2,8.893915281,10.72070772,0.693147181,0.5
-15.65607924,-10.53638455,HRR-5,HRR-4,FO2,2,8.893273956,10.72070772,0.693147181,0.5
-15.43185098,-10.06289261,HRR-5,HRR-5,1S08,2,8.903195728,10.72070772,0.693147181,0.5
-16.72022277,-11.63782376,HRR-5,HRR-6,1S06,2,9.227636514,10.72070772,0.693147181,0.5
-15.51057337,-10.90266829,HRR-5,HRR-7,1S05,2,9.328923731,10.72070772,0.693147181,0.5
-16.50706126,-11.82882273,HRR-5,HRR-8,S03,2,9.342945998,10.72070772,0.693147181,0.5
-16.11273447,-10.53925417,HRR-5,HRR-9,S02,2,9.389219034,10.72070772,0.693147181,0.5
-12.65550514,-6.254629719,HTA-1,HTA-1,HT.L3,1,5.101969113,5.342429941,0.693147181,4.8
-17.27472241,-11.37993498,HTA-1,HTA-10,2HT.N,1,7.861918037,5.342429941,0.693147181,4.8
-16.30163419,-11.22828899,HTA-1,HTA-11,3HT.N,1,8.173768899,5.342429941,0.693147181,4.8
-18.13582203,-12.31627069,HTA-1,HTA-12,4HT.N,1,8.433275233,5.342429941,0.693147181,4.8
-13.37807797,-6.863476705,HTA-1,HTA-2,HT.L4,1,5.575734105,5.342429941,0.693147181,4.8
-14.83046688,-8.348257052,HTA-1,HTA-3,HT.L5,1,6.243728092,5.342429941,0.693147181,4.8
-14.64017222,-8.268460629,HTA-1,HTA-3,HT.L5,1,6.243728092,5.342429941,0.693147181,4.8
-15.67221087,-9.072814942,HTA-1,HTA-4,HT.L6,1,6.633528863,5.342429941,0.693147181,4.8
-16.45874865,-10.12065427,HTA-1,HTA-5,HT.L7,1,6.910260319,5.342429941,0.693147181,4.8
-16.07786433,-10.20731683,HTA-1,HTA-6,HT.L8,1,7.130399749,5.342429941,0.693147181,4.8
-16.28254158,-10.30256801,HTA-1,HTA-7,HT.N,1,7.402091448,5.342429941,0.693147181,4.8
-16.38368491,-10.68731904,HTA-1,HTA-8,HT.S,1,7.790302995,5.342429941,0.693147181,4.8
-16.52813133,-10.91868143,HTA-1,HTA-9,HT.W3,1,7.836707342,5.342429941,0.693147181,4.8
-12.65197049,-6.175321453,HTA-2,HTA-1,1HT.L3,1,5.101969113,5.342429941,0.693147181,2.6
-17.32220183,-11.39199825,HTA-2,HTA-10,HT.NE2,1,7.861918037,5.342429941,0.693147181,2.6
-16.36183684,-11.18001698,HTA-2,HTA-11,HT.NE3,1,8.173768899,5.342429941,0.693147181,2.6
-13.44676091,-6.856983066,HTA-2,HTA-2,1HT.L4,1,5.575734105,5.342429941,0.693147181,2.6
-15.11966234,-8.342762809,HTA-2,HTA-3,1HT.L5,1,6.243728092,5.342429941,0.693147181,2.6
-14.75807293,-8.38225834,HTA-2,HTA-3,1HT.L5,1,6.243728092,5.342429941,0.693147181,2.6
-15.67209708,-9.174493915,HTA-2,HTA-4,1HT.L6,1,6.633528863,5.342429941,0.693147181,2.6
-16.47318938,-10.13182965,HTA-2,HTA-5,1HT.L7,1,6.910260319,5.342429941,0.693147181,2.6
-16.06912092,-10.22350452,HTA-2,HTA-6,1HT.L8,1,7.130399749,5.342429941,0.693147181,2.6
-16.25245425,-10.28656803,HTA-2,HTA-7,HT.NE1,1,7.402091448,5.342429941,0.693147181,2.6
-16.49335034,-10.63838382,HTA-2,HTA-8,HT.SE2,1,7.790302995,5.342429941,0.693147181,2.6
-16.55472218,-11.00371071,HTA-2,HTA-9,1HT.W3,1,7.836707342,5.342429941,0.693147181,2.6
-12.80413462,-6.36335942,HTA-3,HTA-1,HT.L3,1,5.116182514,5.342429941,0.693147181,0.6
-17.51605989,-11.68190356,HTA-3,HTA-10,HT.NE2,1,7.863212335,5.342429941,0.693147181,0.6
-16.59790893,-11.39184884,HTA-3,HTA-11,HT.NE3,1,8.174738686,5.342429941,0.693147181,0.6
-18.15634793,-12.53107287,HTA-3,HTA-12,HT.NE4,1,8.434005671,5.342429941,0.693147181,0.6
